87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,1,0
97,1,0
98,1,0
99,1,0
100,1,0
101,1,0
102,2,0
103,2,0
104,2,0
105,2,0
106,3,0
107,3,0
108,3,0
109,4,0
110,4,0
111,4,0
112,5,0
113,5,0
114,6,0
115,6,0
116,6,0
117,7,0
118,7,0
119,7,0
120,7,0
121,8,0
122,8,0
123,8,0
124,9,0
125,9,0
126,9,0
127,9,0
128,9,0
129,10,0
130,10,0
131,10,0
132,10,0
133,10,0
134,10,0
135,11,0
136,11,0
137,11,0
138,11,0
139,11,0
140,11,0
141,11,0
142,11,0
143,12,0
144,12,0
145,12,0
146,12,0
147,12,0
148,12,0
149,12,0
150,13,0
151,13,0
152,13,0
153,13,0
154,13,0
155,13,0
156,13,0
157,14,0
158,14,0
159,14,0
160,14,0
161,14,0
162,14,0
163,15,0
164,15,0
165,15,0
166,15,0
167,15,0
168,15,0
169,16,0
170,16,0
171,16,0
172,16,0
173,16,0
174,16,0
175,17,0
176,17,0
177,17,0
178,17,0
179,17,0
180,17,0
181,18,0
182,18,0
183,18,0
184,18,0
185,19,1
185,19,2
185,19,3
185,19,4
184,18,4
