Q20,Q30
8.695652173913037686e-02,-7.148829431438127324e-01
6.065281466398435295e-02,-6.492664095287971060e-01
4.743919447572253478e-02,-5.794939789481712289e-01
3.833315058618317478e-02,-5.082324256590277090e-01
3.055073270068421956e-02,-4.309103775312903561e-01
2.405576844179257642e-02,-3.544735196371321950e-01
1.786196909841722760e-02,-2.724549984261033786e-01
1.200595708474004597e-02,-1.878166634890733877e-01
6.256949084005965743e-03,-9.954525217890827782e-02
4.269095723053171251e-04,-6.917854318206884644e-03
-5.658692479644348433e-03,9.011538661383167170e-02
-1.195854300388525179e-02,1.868871757555299606e-01
-1.910710372084116829e-02,2.889494729107451865e-01
-2.720413284604360910e-02,3.913360972327971643e-01
-3.736435737182400990e-02,4.965320184085512123e-01
-5.168996434935514001e-02,6.012357792012343882e-01
-7.972348030600023838e-02,7.053187567984824380e-01
-1.873257272754501046e-01,7.218452239658224023e-01
-2.962964403621186626e-01,7.302855127770789823e-01
-4.057050138786951199e-01,7.374209529427967480e-01
-5.150307851739518439e-01,7.435812015554956744e-01
-6.243843607262490325e-01,7.490211122269158084e-01
-7.334345289132998547e-01,7.539035628516596033e-01
-8.425128179113788862e-01,7.583808192554464256e-01
-9.510473056804178427e-01,7.625403253247337032e-01
-1.059533575300398711e+00,7.664984863695580852e-01
-1.167652983950522527e+00,7.703316730377030019e-01
-1.275595592385883492e+00,7.741906772044371277e-01
-1.383333309415170520e+00,7.782250947473173808e-01
-1.491099454688047166e+00,7.826838759369961762e-01
-1.598581736477160398e+00,7.880770014685574143e-01
-1.705685618729096964e+00,7.984949832775920520e-01
