Q20,Q30
8.695652173913037686e-02,-7.148829431438127324e-01
6.695204264830038887e-02,-6.250848897712254493e-01
5.320521747289133629e-02,-5.340471891029330287e-01
4.203371078625413315e-02,-4.424503920604388463e-01
3.225294354230749672e-02,-3.500937420957168644e-01
2.325524394414970122e-02,-2.575396590639592587e-01
1.475342995341536942e-02,-1.642538772580001138e-01
6.604397781987906418e-03,-6.967376957329092513e-02
-1.560879277648784865e-03,2.583591189388267928e-02
-9.694979094144634199e-03,1.218119114227248501e-01
-1.805355100202264002e-02,2.211728823897767537e-01
-2.689282720232516119e-02,3.202753939990499177e-01
-3.663082542124684871e-02,4.208198982786677811e-01
-4.824708935068190013e-02,5.211722393155191480e-01
-6.704228287534375053e-02,6.212694677510607333e-01
-1.379545170154906353e-01,6.948523076325084924e-01
-2.382365470161022791e-01,7.169567336617975739e-01
-3.403788142769462732e-01,7.273377151061145574e-01
-4.426032802890292328e-01,7.348613242921523403e-01
-5.448826144769550739e-01,7.411702084677935787e-01
-6.458042184802766927e-01,7.467246132956911753e-01
-7.468977619514798327e-01,7.518191198262975661e-01
-8.462564709257671680e-01,7.565483166189934661e-01
-9.453499442217698778e-01,7.610506203111043755e-01
-1.042762085381823134e+00,7.653790542293795740e-01
-1.140037564825733263e+00,7.696580819437660592e-01
-1.235701252490460922e+00,7.738938366450762718e-01
-1.331324949811279579e+00,7.782377705488221498e-01
-1.425382668815514675e+00,7.827209044369974889e-01
-1.519511133843641337e+00,7.875423837996995413e-01
-1.612608573474803686e+00,7.927759680984314272e-01
-1.705685618729096964e+00,7.984949832775920520e-01
